Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       5/5           clustrf5_ [603]
[608]    0.0    0.00    0.00       5         fil_int_lst [608]
-----------------------------------------------
                0.00    0.00       5/5           gai_diag_std_ [174]
[609]    0.0    0.00    0.00       5         fmemreq_ [609]
                0.00    0.00      10/837         count_list [439]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/31          mxinit_ [528]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/15          memreq_ [570]
-----------------------------------------------
                0.00    0.00       5/5           movecs_write_ [318]
[610]    0.0    0.00    0.00       5         geom_checksum_ [610]
                0.00    0.00     110/115         checksum_char_update_ [484]
                0.00    0.00      20/35          checksum_update_ [521]
                0.00    0.00       5/414075      geom_check_handle_ [378]
                0.00    0.00       5/10          checksum_init_ [581]
                0.00    0.00       5/10          checksum_final_ [579]
-----------------------------------------------
                0.00    0.00       5/5           mxm25 [620]
[611]    0.0    0.00    0.00       5         gshellsort_ [611]
-----------------------------------------------
                0.00    0.00       5/5           hdbm_close [613]
[612]    0.0    0.00    0.00       5         hdbm_clear [612]
                0.00    0.00    1130/1381        hdbm_delete [426]
                0.00    0.00    1130/7629        datum_free [407]
                0.00    0.00    1130/1782        hdbm_next_key [420]
                0.00    0.00       5/5277        hdbm_check [409]
                0.00    0.00       5/9           hdbm_first_key [590]
-----------------------------------------------
                0.00    0.00       1/5           rtdb_seq_close [757]
                0.00    0.00       4/5           hdbm_file_copy [660]
[613]    0.0    0.00    0.00       5         hdbm_close [613]
                0.00    0.00      15/6041        hdbm_free [408]
                0.00    0.00       5/5277        hdbm_check [409]
                0.00    0.00       5/5           hdbm_clear [612]
-----------------------------------------------
                                  10             hdbm_open [614]
                0.00    0.00       1/5           rtdb_seq_open [758]
                0.00    0.00       4/5           hdbm_file_copy [660]
[614]    0.0    0.00    0.00       5+10      hdbm_open [614]
                0.00    0.00       5/2423        hdbm_fseek [416]
                0.00    0.00       5/1246        datum_fread [427]
                0.00    0.00       3/2125        hdbm_fwrite [419]
                0.00    0.00       2/2           hdbm_load [661]
                                  10             hdbm_open [614]
-----------------------------------------------
                0.00    0.00       1/5           emem_2e4c_ [267]
                0.00    0.00       1/5           emem_2e3c_ [286]
                0.00    0.00       1/5           emem_2e2c_ [285]
                0.00    0.00       1/5           emem_1e_ [694]
                0.00    0.00       1/5           emem_3ov_ [695]
[615]    0.0    0.00    0.00       5         int_nbf_max_ [615]
-----------------------------------------------
                0.00    0.00       5/5           tred2 [625]
[616]    0.0    0.00    0.00       5         mapdif1_ [616]
                0.00    0.00      10/95          reduce_list2 [492]
                0.00    0.00      10/204         qqsort [466]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[617]    0.0    0.00    0.00       5         mem_cpy [617]
-----------------------------------------------
                0.00    0.00       5/5           pstebz10_ [173]
[618]    0.0    0.00    0.00       5         menode_ [618]
                0.00    0.00       5/1417        mxmynd_ [425]
-----------------------------------------------
                0.00    0.00       5/5           clustrinv4_ [605]
[619]    0.0    0.00    0.00       5         mgscs [619]
                0.00    0.00     720/1435        bbcast00 [423]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/837         count_list [439]
                0.00    0.00       5/40          fil_mapvec_ [513]
                0.00    0.00       5/95          reduce_list2 [492]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[620]    0.0    0.00    0.00       5         mxm25 [620]
                0.00    0.00     720/720         fil_dbl_lst [444]
                0.00    0.00      10/40          fil_mapvec_ [513]
                0.00    0.00      10/10          peigs_cmod_ [587]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/95          reduce_list2 [492]
                0.00    0.00       5/5           gshellsort_ [611]
                0.00    0.00       5/155         indxL [470]
                0.00    0.00       5/837         count_list [439]
-----------------------------------------------
                0.00    0.00       5/5           pstebz10_ [173]
[621]    0.0    0.00    0.00       5         peigs_tldlfact [621]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[622]    0.0    0.00    0.00       5         pstein4 [622]
                0.00    0.00      35/130         pdiff [473]
                0.00    0.00      10/50          pgexit [510]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/837         count_list [439]
                0.00    0.00       5/20          reduce_maps [556]
                0.00    0.00       5/95          reduce_list2 [492]
                0.00    0.00       5/5           clustrfix_ [604]
                0.00    0.00       5/40          fil_mapvec_ [513]
                0.00    0.00       5/760         gsum00 [441]
                0.00    0.00       5/5           clustrinv4_ [605]
                0.00    0.00       5/10          gmax00 [583]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[623]    0.0    0.00    0.00       5         pstein5 [623]
                0.00    0.00      35/130         pdiff [473]
                0.00    0.00      10/50          pgexit [510]
                0.00    0.00      10/10          gsum01 [584]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/837         count_list [439]
                0.00    0.00       5/20          reduce_maps [556]
                0.00    0.00       5/95          reduce_list2 [492]
                0.00    0.00       5/5           clustrf5_ [603]
                0.00    0.00       5/40          fil_mapvec_ [513]
                0.00    0.00       5/1435        bbcast00 [423]
                0.00    0.00       5/5           clustrinv5_ [606]
                0.00    0.00       5/10          gmax00 [583]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[624]    0.0    0.00    0.00       5         sorteig [624]
                0.00    0.00      54/204         qqsort [466]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/5           dshellsort2_ [607]
-----------------------------------------------
                0.00    0.00       5/5           pdspevx [172]
[625]    0.0    0.00    0.00       5         tred2 [625]
                0.00    0.00     720/760         gsum00 [441]
                0.00    0.00     710/1435        bbcast00 [423]
                0.00    0.00      15/15          g_exit_ [568]
                0.00    0.00      10/10          pxerbla2_ [588]
                0.00    0.00      10/40          fil_mapvec_ [513]
                0.00    0.00      10/155         indxL [470]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/837         count_list [439]
                0.00    0.00       5/5           mapdif1_ [616]
                0.00    0.00       5/95          reduce_list2 [492]
-----------------------------------------------
                0.00    0.00       1/4           int_init_org_ [95]
                0.00    0.00       3/4           bas_destroy_ [262]
[626]    0.0    0.00    0.00       4         bas_get_so_handle_ [626]
                0.00    0.00       2/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.00    0.00       4/4           context_rtdb_match_ [628]
[627]    0.0    0.00    0.00       4         context_rtdb_match [627]
                0.00    0.00       4/10          rtdb_get_info [589]
                0.00    0.00       2/393         rtdb_get [455]
-----------------------------------------------
                0.00    0.00       1/4           bas_rtdb_load_ [256]
                0.00    0.00       1/4           bas_rtdb_do_load_ [260]
                0.00    0.00       2/4           bas_name_exist_rtdb_ [302]
[628]    0.0    0.00    0.00       4         context_rtdb_match_ [628]
                0.00    0.00       4/4           fortchar_to_string [629]
                0.00    0.00       4/4           context_rtdb_match [627]
                0.00    0.00       2/2           string_to_fortchar [680]
-----------------------------------------------
                0.00    0.00       4/4           context_rtdb_match_ [628]
[629]    0.0    0.00    0.00       4         fortchar_to_string [629]
-----------------------------------------------
                0.00    0.00       1/4           MAIN__ [1]
                0.00    0.00       3/4           bas_library_file_ [322]
[630]    0.0    0.00    0.00       4         util_nwchem_srcdir_ [630]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[631]    0.0    0.00    0.00       3         bas_add_ucnt_tidy_ [631]
-----------------------------------------------
                0.00    0.00       3/3           bas_rtdb_add_ [334]
[632]    0.0    0.00    0.00       3         bas_rtdb_out_ [632]
                0.00    0.00       3/89          rtdb_put_ [496]
                0.00    0.00       3/35          rtdb_cput_ [522]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[633]    0.0    0.00    0.00       3         bas_set_library_name_ [633]
-----------------------------------------------
                0.00    0.00       3/3           bas_input_ [233]
[634]    0.0    0.00    0.00       3         bas_set_spherical_ [634]
-----------------------------------------------
                0.00    0.00       1/3           txs_scratch_siz1_ [771]
                0.00    0.00       1/3           blkpair_ [324]
                0.00    0.00       1/3           whichblx_ [782]
[635]    0.0    0.00    0.00       3         blk_shells_ [635]
-----------------------------------------------
                0.00    0.00       1/3           scf_tidy_ [264]
                0.00    0.00       1/3           geom_input_ [231]
                0.00    0.00       1/3           geom_print_rtdb_ecce_ [287]
[636]    0.0    0.00    0.00       3         geom_destroy_ [636]
                0.00    0.00       3/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/3           geom_print_ [347]
                0.00    0.00       1/3           geom_print_distances_ [252]
                0.00    0.00       1/3           geom_input_ [231]
[637]    0.0    0.00    0.00       3         geom_get_user_scale_ [637]
                0.00    0.00       3/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/3           scf_ [5]
                0.00    0.00       1/3           atscf_ecp_ [348]
                0.00    0.00       1/3           geom_input_ [231]
[638]    0.0    0.00    0.00       3         geom_systype_get_ [638]
                0.00    0.00       3/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       3/3           int_1e_oldga0_ [113]
[639]    0.0    0.00    0.00       3         int_mem_1e_ [639]
                0.00    0.00       3/115765      int_chk_init_ [384]
-----------------------------------------------
                0.00    0.00       1/3           int_init_org_ [95]
                0.00    0.00       1/3           int_terminate_ [731]
                0.00    0.00       1/3           exact_mem_ [261]
[640]    0.0    0.00    0.00       3         int_mem_zero_ [640]
-----------------------------------------------
                0.00    0.00       3/3           rohf_canon_ [269]
[641]    0.0    0.00    0.00       3         rohf_get_fock_ [641]
-----------------------------------------------
                0.00    0.00       3/3           rtdb_delete_ [643]
[642]    0.0    0.00    0.00       3         rtdb_delete [642]
                0.00    0.00       3/636         verify_parallel_access [449]
                0.00    0.00       3/3           rtdb_seq_delete [644]
                0.00    0.00       1/728         rtdb_broadcast [443]
-----------------------------------------------
                0.00    0.00       1/3           task_energy_ [4]
                0.00    0.00       1/3           dft_input_ [299]
                0.00    0.00       1/3           scf_input_ [295]
[643]    0.0    0.00    0.00       3         rtdb_delete_ [643]
                0.00    0.00       3/591         fortchar_to_string [451]
                0.00    0.00       3/3           rtdb_delete [642]
-----------------------------------------------
                0.00    0.00       3/3           rtdb_delete [642]
[644]    0.0    0.00    0.00       3         rtdb_seq_delete [644]
                0.00    0.00       6/1073        datum_wrap [433]
                0.00    0.00       3/1154        check_handle [430]
                0.00    0.00       3/1381        hdbm_delete [426]
-----------------------------------------------
                0.00    0.00       3/3           ga_get2eri_ [114]
[645]    0.0    0.00    0.00       3         util_ga2atoms_ [645]
                0.00    0.00      60/298061      bas_ce2bfr_ [381]
-----------------------------------------------
                0.00    0.00       2/2           exact_mem_ [261]
[646]    0.0    0.00    0.00       2         api_is_atomic_basis_ [646]
-----------------------------------------------
                0.00    0.00       1/2           bas_rtdb_load_ [256]
                0.00    0.00       1/2           bas_rtdb_do_load_ [260]
[647]    0.0    0.00    0.00       2         bas_ecce_print_basis_ [647]
                0.00    0.00       2/2           is_ecce_print_on_ [669]
-----------------------------------------------
                0.00    0.00       1/2           bas_destroy_ [262]
                0.00    0.00       1/2           int_init_org_ [95]
[648]    0.0    0.00    0.00       2         bas_get_ecp_handle_ [648]
-----------------------------------------------
                0.00    0.00       1/2           xlm_make_ao_poles_ [229]
                0.00    0.00       1/2           multipole_density_ [251]
[649]    0.0    0.00    0.00       2         bas_nbf_cn_max_ [649]
                0.00    0.00       2/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.00    0.00       2/2           scf_init_ [246]
[650]    0.0    0.00    0.00       2         bgj_print_ [650]
                0.00    0.00       1/347         rtdb_get_ [457]
-----------------------------------------------
                0.00    0.00       2/2           gensym_ [697]
[651]    0.0    0.00    0.00       2         deter3_ [651]
-----------------------------------------------
                0.00    0.00       2/2           geom_print_ecce_ [707]
[652]    0.0    0.00    0.00       2         ecce_print1_char_ [652]
-----------------------------------------------
                0.00    0.00       2/2           ecce_print_control_ [654]
[653]    0.0    0.00    0.00       2         ecce_print_control [653]
-----------------------------------------------
                0.00    0.00       2/2           movecs_ecce_ [737]
[654]    0.0    0.00    0.00       2         ecce_print_control_ [654]
                0.00    0.00       2/2           ecce_print_control [653]
-----------------------------------------------
                0.00    0.00       1/2           task_energy_ [4]
                0.00    0.00       1/2           scf_ [5]
[655]    0.0    0.00    0.00       2         ecce_print_module_entry_ [655]
-----------------------------------------------
                0.00    0.00       1/2           task_energy_ [4]
                0.00    0.00       1/2           scf_ [5]
[656]    0.0    0.00    0.00       2         ecce_print_module_exit_ [656]
-----------------------------------------------
                0.00    0.00       1/2           fock_force_direct_ [696]
                0.00    0.00       1/2           scf_tidy_ [264]
[657]    0.0    0.00    0.00       2         fock_2e_tidy_ [657]
                0.00    0.00       2/347         rtdb_get_ [457]
                0.00    0.00       2/2           int2e_file_close_ [666]
-----------------------------------------------
                0.00    0.00       1/2           ecce_print2_ [691]
                0.00    0.00       1/2           ecce_print_version_ [693]
[658]    0.0    0.00    0.00       2         fortchar_to_string [658]
-----------------------------------------------
                0.00    0.00       1/2           geom_momint_ [312]
                0.00    0.00       1/2           geom_input_ [231]
[659]    0.0    0.00    0.00       2         geom_cart_get_ [659]
                0.00    0.00       2/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       2/2           hdbm_file_compress [716]
[660]    0.0    0.00    0.00       2         hdbm_file_copy [660]
                0.00    0.00     904/7629        datum_free [407]
                0.00    0.00     452/1023        hdbm_read [435]
                0.00    0.00     452/700         hdbm_insert [445]
                0.00    0.00     452/1782        hdbm_next_key [420]
                0.00    0.00       4/5           hdbm_open [614]
                0.00    0.00       4/5           hdbm_close [613]
                0.00    0.00       2/9           hdbm_first_key [590]
-----------------------------------------------
                                 455             hdbm_load [661]
                0.00    0.00       2/2           hdbm_open [614]
[661]    0.0    0.00    0.00       2+455     hdbm_load [661]
                0.00    0.00     904/7629        datum_free [407]
                0.00    0.00     457/2423        hdbm_fseek [416]
                0.00    0.00     454/1246        datum_fread [427]
                0.00    0.00     452/1152        NewEntry [431]
                0.00    0.00     452/1152        put_in_bin [432]
                                 455             hdbm_load [661]
-----------------------------------------------
                0.00    0.00       2/2           hf1_ [559]
[662]    0.0    0.00    0.00       2         hf2oi_ [662]
                0.00    0.00      14/5899014     getnxyz_ [371]
-----------------------------------------------
                0.00    0.00       2/2           input_file_info_ [274]
[663]    0.0    0.00    0.00       2         inp_line_ [663]
-----------------------------------------------
                0.00    0.00       1/2           scf_input_ [295]
                0.00    0.00       1/2           scf_init_ [246]
[664]    0.0    0.00    0.00       2         inp_ucase_ [664]
-----------------------------------------------
                0.00    0.00       2/2           int2e_file_close_ [666]
[665]    0.0    0.00    0.00       2         int2e_buf_clear_ [665]
-----------------------------------------------
                0.00    0.00       2/2           fock_2e_tidy_ [657]
[666]    0.0    0.00    0.00       2         int2e_file_close_ [666]
                0.00    0.00       2/2           int2e_buf_clear_ [665]
-----------------------------------------------
                0.00    0.00       1/2           xlm_make_ao_poles_ [229]
                0.00    0.00       1/2           multipole_density_ [251]
[667]    0.0    0.00    0.00       2         int_mem_dipole_ [667]
                0.00    0.00       4/11          bas_high_angular_ [575]
                0.00    0.00       2/115765      int_chk_init_ [384]
-----------------------------------------------
                0.00    0.00       2/2           is_ecce_print_on_ [669]
[668]    0.0    0.00    0.00       2         is_ecce_print_on [668]
-----------------------------------------------
                0.00    0.00       2/2           bas_ecce_print_basis_ [647]
[669]    0.0    0.00    0.00       2         is_ecce_print_on_ [669]
                0.00    0.00       2/2           is_ecce_print_on [668]
-----------------------------------------------
                0.00    0.00       2/2           rtdb_first_ [671]
[670]    0.0    0.00    0.00       2         rtdb_first [670]
                0.00    0.00       2/636         verify_parallel_access [449]
                0.00    0.00       2/2           rtdb_seq_first [674]
-----------------------------------------------
                0.00    0.00       1/2           rtdb_clean_ [297]
                0.00    0.00       1/2           geom_rtdb_delete_ [331]
[671]    0.0    0.00    0.00       2         rtdb_first_ [671]
                0.00    0.00       2/2           rtdb_first [670]
                0.00    0.00       2/184         string_to_fortchar [468]
-----------------------------------------------
                0.00    0.00       2/2           rtdb_ma_get_ [673]
[672]    0.0    0.00    0.00       2         rtdb_ma_get [672]
                0.00    0.00       2/636         verify_parallel_access [449]
                0.00    0.00       2/2           rtdb_seq_ma_get [675]
                0.00    0.00       2/728         rtdb_broadcast [443]
-----------------------------------------------
                0.00    0.00       1/2           movecs_swap_ [362]
                0.00    0.00       1/2           scf_vectors_guess_ [57]
[673]    0.0    0.00    0.00       2         rtdb_ma_get_ [673]
                0.00    0.00       2/591         fortchar_to_string [451]
                0.00    0.00       2/2           rtdb_ma_get [672]
-----------------------------------------------
                0.00    0.00       2/2           rtdb_first [670]
[674]    0.0    0.00    0.00       2         rtdb_seq_first [674]
                0.00    0.00       3/7629        datum_free [407]
                0.00    0.00       2/1154        check_handle [430]
                0.00    0.00       2/9           hdbm_first_key [590]
                0.00    0.00       1/1782        hdbm_next_key [420]
-----------------------------------------------
                0.00    0.00       2/2           rtdb_ma_get [672]
[675]    0.0    0.00    0.00       2         rtdb_seq_ma_get [675]
                0.00    0.00       2/1154        check_handle [430]
                0.00    0.00       2/405         rtdb_seq_get_info [454]
-----------------------------------------------
                0.00    0.00       2/2           atomd_ [340]
[676]    0.0    0.00    0.00       2         shalfd_ [676]
                0.00    0.00       2/38          jacod_ [517]
-----------------------------------------------
                0.00    0.00       2/2           xlm_ptrsinv_ [787]
[677]    0.0    0.00    0.00       2         spcart_cart_overlap_ [677]
                0.00    0.00       4/19          hf1_ [559]
                0.00    0.00       2/7           nmcoef_ [594]
-----------------------------------------------
                0.00    0.00       1/2           int_terminate_ [731]
                0.00    0.00       1/2           spcart_init_ [272]
[678]    0.0    0.00    0.00       2         spcart_terminate_ [678]
-----------------------------------------------
                0.00    0.00       2/2           atomd_ [340]
[679]    0.0    0.00    0.00       2         starcd_ [679]
-----------------------------------------------
                0.00    0.00       2/2           context_rtdb_match_ [628]
[680]    0.0    0.00    0.00       2         string_to_fortchar [680]
-----------------------------------------------
                0.00    0.00       2/2           blinx_ [97]
[681]    0.0    0.00    0.00       2         txs_cor_norm_ [681]
                0.00    0.00      14/347         rtdb_get_ [457]
-----------------------------------------------
                0.00    0.00       2/2           util_file_unlink_ [683]
[682]    0.0    0.00    0.00       2         util_file_unlink [682]
-----------------------------------------------
                0.00    0.00       2/2           input_file_info_ [274]
[683]    0.0    0.00    0.00       2         util_file_unlink_ [683]
                0.00    0.00       2/591         fortchar_to_string [451]
                0.00    0.00       2/2           util_file_unlink [682]
-----------------------------------------------
                0.00    0.00       1/2           MAIN__ [1]
                0.00    0.00       1/2           get_input_filename_ [359]
[684]    0.0    0.00    0.00       2         util_getarg_ [684]
-----------------------------------------------
                0.00    0.00       2/2           xlm_ptrsinv_ [787]
[685]    0.0    0.00    0.00       2         xlm_ptrsinva_ [685]
-----------------------------------------------
                0.00    0.00       1/1           atomd_ [340]
[686]    0.0    0.00    0.00       1         atcond_ [686]
-----------------------------------------------
                0.00    0.00       1/1           bas_geobas_build_ [263]
[687]    0.0    0.00    0.00       1         basis_is_rel_ [687]
                0.00    0.00       1/7           bas_name_ [592]
-----------------------------------------------
                0.00    0.00       1/1           blkpair_ [324]
[688]    0.0    0.00    0.00       1         blk_pairs_ [688]
-----------------------------------------------
                0.00    0.00       1/1           blockin2_ [325]
[689]    0.0    0.00    0.00       1         data_save_ [689]
-----------------------------------------------
                0.00    0.00       1/1           ecce_print2_ [691]
[690]    0.0    0.00    0.00       1         ecce_print2 [690]
                0.00    0.00       1/1           ma_typename [733]
-----------------------------------------------
                0.00    0.00       1/1           geom_print_ecce_ [707]
[691]    0.0    0.00    0.00       1         ecce_print2_ [691]
                0.00    0.00       1/2           fortchar_to_string [658]
                0.00    0.00       1/1           ecce_print2 [690]
-----------------------------------------------
                0.00    0.00       1/1           ecce_print_version_ [693]
[692]    0.0    0.00    0.00       1         ecce_print_version [692]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[693]    0.0    0.00    0.00       1         ecce_print_version_ [693]
                0.00    0.00       1/2           fortchar_to_string [658]
                0.00    0.00       1/1           ecce_print_version [692]
-----------------------------------------------
                0.00    0.00       1/1           exact_mem_ [261]
[694]    0.0    0.00    0.00       1         emem_1e_ [694]
                0.00    0.00      15/19          hf1_ [559]
                0.00    0.00       1/5           int_nbf_max_ [615]
-----------------------------------------------
                0.00    0.00       1/1           exact_mem_ [261]
[695]    0.0    0.00    0.00       1         emem_3ov_ [695]
                0.00    0.00      35/60035       hf3ois_ [391]
                0.00    0.00       1/5           int_nbf_max_ [615]
-----------------------------------------------
                0.00    0.00       1/1           scf_vectors_guess_ [57]
[696]    0.0    0.00    0.00       1         fock_force_direct_ [696]
                0.00    0.00       1/2           fock_2e_tidy_ [657]
-----------------------------------------------
                0.00    0.00       1/1           sym_nwc_ [369]
[697]    0.0    0.00    0.00       1         gensym_ [697]
                0.00    0.00       2/2           deter3_ [651]
                0.00    0.00       1/1           spgen_ [763]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[698]    0.0    0.00    0.00       1         geom_cart_set_ [698]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_momint0_ [311]
[699]    0.0    0.00    0.00       1         geom_center_of_mass_ [699]
                0.00    0.00      20/40          geom_mass_get_ [514]
                0.00    0.00       1/412479      geom_ncent_ [379]
-----------------------------------------------
                0.00    0.00       1/1           atscf_ecp_ [348]
[700]    0.0    0.00    0.00       1         geom_ecp_get_ [700]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_print_distances_ [252]
[701]    0.0    0.00    0.00       1         geom_get_user_units_ [701]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [1]
[702]    0.0    0.00    0.00       1         geom_hnd_parallel_ [702]
-----------------------------------------------
                0.00    0.00       1/1           geom_nuc_mpole_ [282]
[703]    0.0    0.00    0.00       1         geom_include_bqbq_ [703]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[704]    0.0    0.00    0.00       1         geom_masses_set_ [704]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           scf_init_ [246]
[705]    0.0    0.00    0.00       1         geom_nuc_charge_ [705]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[706]    0.0    0.00    0.00       1         geom_nucexps_set_ [706]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_print_rtdb_ecce_ [287]
[707]    0.0    0.00    0.00       1         geom_print_ecce_ [707]
                0.00    0.00       2/2           ecce_print1_char_ [652]
                0.00    0.00       1/414075      geom_check_handle_ [378]
                0.00    0.00       1/1           ecce_print2_ [691]
                0.00    0.00       1/58          ecce_print1_ [506]
-----------------------------------------------
                0.00    0.00       1/1           geom_rtdb_add_ [361]
[708]    0.0    0.00    0.00       1         geom_rtdb_out_ [708]
                0.00    0.00       1/89          rtdb_put_ [496]
                0.00    0.00       1/35          rtdb_cput_ [522]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[709]    0.0    0.00    0.00       1         geom_set_user_units_ [709]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           bas_rtdb_do_load_ [260]
[710]    0.0    0.00    0.00       1         geom_uniquecent_get_ [710]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[711]    0.0    0.00    0.00       1         geom_vel_set_ [711]
                0.00    0.00       1/414075      geom_check_handle_ [378]
-----------------------------------------------
                0.00    0.00       1/1           geom_input_ [231]
[712]    0.0    0.00    0.00       1         geom_verify_coords_ [712]
                0.00    0.00     380/1212        geom_cent_get_ [428]
                0.00    0.00       1/412479      geom_ncent_ [379]
-----------------------------------------------
                0.00    0.00       1/1           txs_scratch_siz1_ [771]
[713]    0.0    0.00    0.00       1         get_memory2_ [713]
-----------------------------------------------
                0.00    0.00       1/1           blinx_ [97]
[714]    0.0    0.00    0.00       1         getint_ [714]
-----------------------------------------------
                0.00    0.00       1/1           guess_dens_gen_ [279]
[715]    0.0    0.00    0.00       1         guess_mem_ [715]
-----------------------------------------------
                0.00    0.00       1/1           rtdb_seq_close [757]
[716]    0.0    0.00    0.00       1         hdbm_file_compress [716]
                0.00    0.00       2/2           hdbm_file_copy [660]
                0.00    0.00       1/4874        hdbm_malloc [414]
                0.00    0.00       1/6041        hdbm_free [408]
-----------------------------------------------
                0.00    0.00       1/1           hnd_init_ [718]
[717]    0.0    0.00    0.00       1         hnd_1emem_ [717]
-----------------------------------------------
                0.00    0.00       1/1           int_init_org_ [95]
[718]    0.0    0.00    0.00       1         hnd_init_ [718]
                0.00    0.00       1/1           hnd_whermt_ [720]
                0.00    0.00       1/11          bas_high_angular_ [575]
                0.00    0.00       1/1           hnd_1emem_ [717]
-----------------------------------------------
                0.00    0.00       1/1           int_terminate_ [731]
[719]    0.0    0.00    0.00       1         hnd_terminate_ [719]
-----------------------------------------------
                0.00    0.00       1/1           hnd_init_ [718]
[720]    0.0    0.00    0.00       1         hnd_whermt_ [720]
-----------------------------------------------
                0.00    0.00       1/1           int_init_org_ [95]
[721]    0.0    0.00    0.00       1         init70_ [721]
                0.00    0.00       1/1           tabgen_ [766]
-----------------------------------------------
                0.00    0.00       1/1           task_input_ [290]
[722]    0.0    0.00    0.00       1         inp_clear_err_ [722]
-----------------------------------------------
                0.00    0.00       1/1           input_set_ [306]
[723]    0.0    0.00    0.00       1         inp_i_ [723]
-----------------------------------------------
                0.00    0.00       1/1           bas_tag_lib_ [284]
[724]    0.0    0.00    0.00       1         inp_restore_state_ [724]
-----------------------------------------------
                0.00    0.00       1/1           bas_tag_lib_ [284]
[725]    0.0    0.00    0.00       1         inp_save_state_ [725]
-----------------------------------------------
                0.00    0.00       1/1           scf_ [5]
[726]    0.0    0.00    0.00       1         int_1e_uncache_ga_ [726]
-----------------------------------------------
                0.00    0.00       1/1           schwarz_init_ [160]
[727]    0.0    0.00    0.00       1         int_acc_high_ [727]
                0.00    0.00       1/26          int_sp_acc_ [531]
                0.00    0.00       1/26          texas_set_accy_ [534]
-----------------------------------------------
                0.00    0.00       1/1           int_init_org_ [95]
[728]    0.0    0.00    0.00       1         int_bothsp_gc_check_ [728]
-----------------------------------------------
                0.00    0.00       1/1           schwarz_init_ [160]
[729]    0.0    0.00    0.00       1         int_mem_2e4c_ [729]
                0.00    0.00       1/115765      int_chk_init_ [384]
-----------------------------------------------
                0.00    0.00       1/1           scf_ [5]
[730]    0.0    0.00    0.00       1         int_normalize_ [730]
                0.00    0.00       5/7           nmcoef_ [594]
                0.00    0.00       2/347         rtdb_get_ [457]
                0.00    0.00       1/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.00    0.00       1/1           scf_ [5]
[731]    0.0    0.00    0.00       1         int_terminate_ [731]
                0.00    0.00       1/3           int_mem_zero_ [640]
                0.00    0.00       1/2           spcart_terminate_ [678]
                0.00    0.00       1/1           texas_terminate_ [768]
                0.00    0.00       1/1           hnd_terminate_ [719]
