Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1040890     util_print_ [165]
                0.00    0.00       8/347         rtdb_get_ [457]
-----------------------------------------------
                0.00    0.62       1/1           int_init_ [94]
[95]     0.1    0.00    0.62       1         int_init_org_ [95]
                0.01    0.61       1/1           texas_init_ [96]
                0.00    0.00       1/1           exact_mem_ [261]
                0.00    0.00       1/2           spcart_init_ [272]
                0.00    0.00       1/1040890     util_print_ [165]
                0.00    0.00       4/347         rtdb_get_ [457]
                0.00    0.00       1/3           int_mem_zero_ [640]
                0.00    0.00       1/1           texas_check_basis_ok_ [767]
                0.00    0.00       1/6152904     bas_check_handle_ [370]
                0.00    0.00       1/1           int_bothsp_gc_check_ [728]
                0.00    0.00       1/11          bas_high_angular_ [575]
                0.00    0.00       1/20002       defnxyz_ [404]
                0.00    0.00       1/1           sp_init_ [762]
                0.00    0.00       1/1           hnd_init_ [718]
                0.00    0.00       1/1           init70_ [721]
                0.00    0.00       1/26          hnd_set_acc_ [530]
                0.00    0.00       1/25          int_acc_std_ [537]
                0.00    0.00       1/2           bas_get_ecp_handle_ [648]
                0.00    0.00       1/4           bas_get_so_handle_ [626]
-----------------------------------------------
                0.01    0.61       1/1           int_init_org_ [95]
[96]     0.1    0.01    0.61       1         texas_init_ [96]
                0.00    0.61       4/4           blinx_ [97]
                0.00    0.00       1/1           makebas_ [283]
                0.00    0.00       1/17100       dfill_ [201]
                0.00    0.00       1/1           makenuc_ [736]
                0.00    0.00       1/1           makeinx_ [735]
                0.00    0.00       1/1           print_texas_nbas_ [747]
-----------------------------------------------
                0.00    0.61       4/4           texas_init_ [96]
[97]     0.1    0.00    0.61       4         blinx_ [97]
                0.00    0.59       1/1           reordertxs_ [98]
                0.00    0.02       1/1           prepint2_ [178]
                0.00    0.00       3/17100       dfill_ [201]
                0.00    0.00       2/2           txs_cor_norm_ [681]
                0.00    0.00       1/1           retinall_ [749]
                0.00    0.00       1/1           getint_ [714]
                0.00    0.00       1/1           txs_initial_ [770]
                0.00    0.00       1/1           timepr_ [769]
                0.00    0.00       1/1           txs_scratch_siz1_ [771]
                0.00    0.00       1/1481917     retall_ [375]
                0.00    0.00       1/1481917     memstat_ [374]
                0.00    0.00       1/1           txs_scratch_siz2_ [772]
-----------------------------------------------
                0.00    0.59       1/1           blinx_ [97]
[98]     0.1    0.00    0.59       1         reordertxs_ [98]
                0.59    0.00       1/1           new_old_ [99]
                0.00    0.00       3/1040890     util_print_ [165]
-----------------------------------------------
                0.59    0.00       1/1           reordertxs_ [98]
[99]     0.1    0.59    0.00       1         new_old_ [99]
-----------------------------------------------
                0.00    0.00  422373/201741949     amshift_ [71]
                0.00    0.00  466508/201741949     zeroint_ [86]
                0.00    0.00 1267119/201741949     erintsp_1_ [27]
                0.00    0.00 1481916/201741949     mul_quart_ [16]
                0.00    0.00 1483626/201741949     supblks_split_ [56]
                0.00    0.00 1941905/201741949     retmark_ [136]
                0.01    0.00 3039064/201741949     erintsp_2_ [29]
                0.01    0.00 5825715/201741949     seartch_4_uniqe_ [24]
                0.01    0.00 5927664/201741949     txs_setup_ [48]
                0.02    0.00 6851062/201741949     find_uniq_2_ [37]
                0.03    0.00 12259135/201741949     blockint_ [18]
                0.40    0.00 160775862/201741949     specase_2_ [38]
[100]    0.1    0.50    0.00 201741949         retmem_ [100]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.1    0.38    0.00                 exp [101]
-----------------------------------------------
                0.35    0.01   60686/60686       fock_rep_txs_ [10]
[102]    0.1    0.35    0.01   60686         intb_init4c_ [102]
                0.01    0.00 1212378/4282622     cando_txs_ [153]
-----------------------------------------------
                0.36    0.00 8095653/8095653     trobsa_2_ [28]
[103]    0.1    0.36    0.00 8095653         wt2wt1_ [103]
-----------------------------------------------
                0.34    0.00 1481916/1481916     txs_setup_ [48]
[104]    0.1    0.34    0.00 1481916         blk_capab_ [104]
-----------------------------------------------
                0.32    0.00   89568/89568       fm_ [35]
[105]    0.1    0.32    0.00   89568         ft01_ [105]
-----------------------------------------------
                0.00    0.00       5/50696698     blkpair_ [324]
                0.00    0.00  508607/50696698     blockint_ [18]
                0.01    0.01 3883810/50696698     make_map2uniq_ [22]
                0.01    0.02 6851062/50696698     uniq_pairs_1_ [36]
                0.01    0.02 6851062/50696698     find_uniq_2_ [37]
                0.01    0.03 7409580/50696698     switch_scr_ [137]
                0.05    0.09 25192572/50696698     txs_setup_ [48]
[106]    0.0    0.10    0.18 50696698         memo1_int_ [106]
                0.18    0.00 50696698/488817711     getmem_ [81]
-----------------------------------------------
                                                 <spontaneous>
[107]    0.0    0.25    0.00                 __intel_new_memset [107]
-----------------------------------------------
                                                 <spontaneous>
[108]    0.0    0.23    0.00                 for_cpstr_le [108]
-----------------------------------------------
                0.00    0.00     135/7767755     blksizer_ [327]
                0.05    0.06 3883810/7767755     seartch_4_uniqe_ [24]
                0.05    0.06 3883810/7767755     dimenij_ [128]
[109]    0.0    0.10    0.12 7767755         get_ics_jcs_ [109]
                0.07    0.00 4147757/5494709     get_ij_full_ [139]
                0.05    0.00 11387753/549449385     get_ij_half_ [75]
-----------------------------------------------
                0.00    0.00       4/126858587     prepint2_ [178]
                0.00    0.00 1017214/126858587     check_in_ [78]
                0.00    0.00 1481916/126858587     txs_setup_ [48]
                0.01    0.00 3882746/126858587     texas_hf2_m_ [14]
                0.01    0.00 3883810/126858587     make_map2uniq_ [22]
                0.01    0.00 3883810/126858587     check_out_ [72]
                0.01    0.00 3883810/126858587     prec2ij_ [73]
                0.01    0.00 3883810/126858587     prec2kl_ [74]
                0.01    0.00 3932827/126858587     mul_quart_ [16]
                0.01    0.00 3982908/126858587     calcint2_ [17]
                0.01    0.00 6851062/126858587     uniq_pairs_1_ [36]
                0.02    0.00 11651430/126858587     seartch_4_uniqe_ [24]
                0.13    0.00 78523240/126858587     erintsp_1_ [27]
[110]    0.0    0.21    0.00 126858587         txs_second_ [110]
-----------------------------------------------
                                  49             int_1e_ga_ [111]
                0.00    0.00       1/49          scf_lindep_ [241]
                0.00    0.00       1/49          rohf_analyze_ [230]
                0.00    0.01       3/49          rhf_dens_to_mo_ [58]
                0.00    0.01       3/49          int_1e_cache_ga_ [193]
                0.00    0.01       3/49          ga_orthog_mos_ [192]
                0.00    0.16      38/49          rohf_fock_ [21]
[111]    0.0    0.00    0.20      49+49      int_1e_ga_ [111]
                0.00    0.20      49/49          int_1e_oldga0_ [113]
                0.00    0.00     266/18168       inp_compare_ [224]
                0.00    0.00      49/74          bq_on_ [499]
                0.00    0.00      49/74          geom_extbq_on_ [500]
                                  49             int_1e_ga_ [111]
-----------------------------------------------
                0.00    0.07   10000/30000       int_1eov_ [146]
                0.00    0.07   10000/30000       int_1eke_ [145]
                0.00    0.07   10000/30000       int_1epe_ [147]
[112]    0.0    0.00    0.20   30000         int_1estv_ [112]
                0.00    0.19   30000/30000       hnd_stvint_ [117]
                0.01    0.00   60000/60001       geom_any_finuc_ [222]
                0.00    0.00   60000/5749088     int_chk_sh_ [372]
                0.00    0.00   60000/60000       cando_hnd_1e_ [392]
                0.00    0.00   60000/70100       cando_nw_ [388]
                0.00    0.00   60000/60000       cando_nw_1e_ [393]
                0.00    0.00   30000/115765      int_chk_init_ [384]
                0.00    0.00   30000/30000       spcart_tran1e_ [403]
-----------------------------------------------
                0.00    0.20      49/49          int_1e_ga_ [111]
[113]    0.0    0.00    0.20      49         int_1e_oldga0_ [113]
                0.00    0.20       3/3           ga_get2eri_ [114]
                0.00    0.00       3/57          bas_numcont_ [507]
                0.00    0.00       3/21          bas_geom_ [548]
                0.00    0.00       3/3           int_mem_1e_ [639]
-----------------------------------------------
                0.00    0.20       3/3           int_1e_oldga0_ [113]
[114]    0.0    0.00    0.20       3         ga_get2eri_ [114]
                0.00    0.07   10000/10000       int_1eov_ [146]
                0.00    0.07   10000/10000       int_1epe_ [147]
                0.00    0.07   10000/10000       int_1eke_ [145]
                0.00    0.00   36000/817027      bas_cn2bfr_ [377]
                0.00    0.00    1380/412324      bas_ce2cnr_ [380]
                0.00    0.00    1260/298061      bas_ce2bfr_ [381]
                0.00    0.00    1200/1200        dscat_arr_ [429]
                0.00    0.00       3/21          bas_geom_ [548]
                0.00    0.00       3/412479      geom_ncent_ [379]
                0.00    0.00       3/91          ga_create_atom_blocked_ [493]
                0.00    0.00       3/3           util_ga2atoms_ [645]
-----------------------------------------------
                0.19    0.00 1481916/1481916     txs_setup_ [48]
[115]    0.0    0.19    0.00 1481916         supblks_point_ [115]
-----------------------------------------------
                                                 <spontaneous>
[116]    0.0    0.19    0.00                 txs_error_ [116]
-----------------------------------------------
                0.00    0.19   30000/30000       int_1estv_ [112]
[117]    0.0    0.00    0.19   30000         hnd_stvint_ [117]
                0.12    0.07   30000/30000       hnd_stvint1_ [118]
-----------------------------------------------
                0.12    0.07   30000/30000       hnd_stvint_ [117]
[118]    0.0    0.12    0.07   30000         hnd_stvint1_ [118]
                0.05    0.00 2569480/2569480     hnd_sxyz_ [158]
                0.00    0.02  929200/929200      hnd_droot_ [187]
                0.00    0.00 4733520/5899014     getnxyz_ [371]
                0.00    0.00   46460/46460       hnd_txyz_ [400]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.0    0.17    0.00                 dxpy_ [119]
-----------------------------------------------
                0.05    0.10 1941905/1941905     seartch_4_uniqe_ [24]
[120]    0.0    0.05    0.10 1941905         blockin4_ [120]
                0.01    0.05 1941905/1941905     memo2_ [150]
                0.01    0.01 1941905/1941905     memo3_ [176]
                0.00    0.02 1941905/1941905     blockqur_ [179]
-----------------------------------------------
                0.00    0.15 1941905/1941905     seartch_4_uniqe_ [24]
[121]    0.0    0.00    0.15 1941905         memo5c_2_ [121]
                0.15    0.00 40780005/488817711     getmem_ [81]
-----------------------------------------------
                0.05    0.08 1941905/1941905     seartch_4_uniqe_ [24]
[122]    0.0    0.05    0.08 1941905         memo5b_2_ [122]
                0.08    0.00 21360955/488817711     getmem_ [81]
-----------------------------------------------
                0.00    0.12  107800/107800      fock_rep_txs_ [10]
[123]    0.0    0.00    0.12  107800         int_2e4c_price_ [123]
                0.00    0.12  107800/107800      get_int_price_ [126]
                0.00    0.00  215600/4282622     cando_txs_ [153]
-----------------------------------------------
                0.12    0.00  422373/422373      precalc2_2_ [61]
[124]    0.0    0.12    0.00  422373         precal2c_2_ [124]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.0    0.12    0.00                 log10.L [125]
-----------------------------------------------
                0.00    0.12  107800/107800      int_2e4c_price_ [123]
[126]    0.0    0.00    0.12  107800         get_int_price_ [126]
                0.12    0.00  107800/1589716     txs_pnl_ [80]
                0.00    0.00  215600/215600      get_price1_ [382]
                0.00    0.00  107800/107800      make_txs_quart_ [387]
-----------------------------------------------
                0.02    0.00  422373/1941905     erintsp_1_ [27]
                0.09    0.01 1519532/1941905     erintsp_2_ [29]
[127]    0.0    0.11    0.01 1941905         memo4a_ [127]
                0.01    0.00 5150929/5573302     getmem_zero_ [194]
-----------------------------------------------
                0.01    0.05 1941905/3883810     prec2ij_ [73]
                0.01    0.05 1941905/3883810     prec2kl_ [74]
[128]    0.0    0.01    0.11 3883810         dimenij_ [128]
                0.05    0.06 3883810/7767755     get_ics_jcs_ [109]
-----------------------------------------------
                0.04    0.08 1941905/1941905     seartch_4_uniqe_ [24]
[129]    0.0    0.04    0.08 1941905         memo5a_2_ [129]
                0.08    0.00 21360955/488817711     getmem_ [81]
-----------------------------------------------
                0.11    0.00 38316708/38316708     shift0l_ [79]
[130]    0.0    0.11    0.00 38316708         amtfer_ [130]
-----------------------------------------------
                0.11    0.00  422373/422373      amshift_ [71]
[131]    0.0    0.11    0.00  422373         make_indxx_ [131]
-----------------------------------------------
                0.10    0.00 37301391/37301391     blockint_ [18]
[132]    0.0    0.10    0.00 37301391         doblock2_ [132]
-----------------------------------------------
                0.10    0.00  233254/233254      zeroint_ [86]
[133]    0.0    0.10    0.00  233254         setnot_ [133]
-----------------------------------------------
                0.10    0.00   48179/48179       zeroint_ [86]
[134]    0.0    0.10    0.00   48179         zerosp_ [134]
-----------------------------------------------
                                                 <spontaneous>
[135]    0.0    0.10    0.00                 __intel_ssse3_memcpy [135]
-----------------------------------------------
                0.09    0.00 1941905/1941905     seartch_4_uniqe_ [24]
[136]    0.0    0.09    0.00 1941905         retmark_ [136]
                0.00    0.00 1941905/201741949     retmem_ [100]
-----------------------------------------------
                0.02    0.07 1481916/1481916     texas_hf2_m2_ [15]
[137]    0.0    0.02    0.07 1481916         switch_scr_ [137]
                0.01    0.03 7409580/50696698     memo1_int_ [106]
                0.03    0.00 7409580/7409580     tfer_i_ [166]
                0.00    0.00 1481916/1481917     retall_ [375]
-----------------------------------------------
                0.09    0.00 9528104/9528104     trobsa_2_ [28]
[138]    0.0    0.09    0.00 9528104         how_2_shift_ [138]
-----------------------------------------------
                0.02    0.00 1346952/5494709     supblks_split_ [56]
                0.07    0.00 4147757/5494709     get_ics_jcs_ [109]
[139]    0.0    0.09    0.00 5494709         get_ij_full_ [139]
-----------------------------------------------
                0.09    0.00 1941905/1941905     seartch_4_uniqe_ [24]
[140]    0.0    0.09    0.00 1941905         txs_shells_ [140]
-----------------------------------------------
                                                 <spontaneous>
[141]    0.0    0.09    0.00                 tbk_trace_stack [141]
-----------------------------------------------
                0.00    0.00   60000/1482272     int_mpole_ [243]
                0.03    0.05 1422272/1482272     intb_nw_2e4c_ [25]
[142]    0.0    0.04    0.05 1482272         int_nint_cart_ [142]
                0.05    0.00 5809088/5919598     bas_continfo_ [151]
-----------------------------------------------
                0.07    0.01 1481916/1481916     txs_setup_ [48]
[143]    0.0    0.07    0.01 1481916         request_split_ [143]
                0.01    0.00 2967252/549449385     get_ij_half_ [75]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.0    0.08    0.00                 __svml_exp4_l9 [144]
-----------------------------------------------
                0.00    0.07   10000/10000       ga_get2eri_ [114]
[145]    0.0    0.00    0.07   10000         int_1eke_ [145]
                0.00    0.07   10000/30000       int_1estv_ [112]
-----------------------------------------------
                0.00    0.07   10000/10000       ga_get2eri_ [114]
[146]    0.0    0.00    0.07   10000         int_1eov_ [146]
                0.00    0.07   10000/30000       int_1estv_ [112]
-----------------------------------------------
                0.00    0.07   10000/10000       ga_get2eri_ [114]
[147]    0.0    0.00    0.07   10000         int_1epe_ [147]
                0.00    0.07   10000/30000       int_1estv_ [112]
-----------------------------------------------
                0.06    0.00 1941905/1941905     seartch_4_uniqe_ [24]
[148]    0.0    0.06    0.00 1941905         iobara_ [148]
-----------------------------------------------
                                                 <spontaneous>
[149]    0.0    0.06    0.00                 __svml_exp2_dispatch_table_init [149]
-----------------------------------------------
                0.01    0.05 1941905/1941905     blockin4_ [120]
[150]    0.0    0.01    0.05 1941905         memo2_ [150]
                0.05    0.00 13593335/488817711     getmem_ [81]
-----------------------------------------------
                0.00    0.00      10/5919598     datoms_ [280]
                0.00    0.00     200/5919598     bas_cando_mpoles_ [336]
                0.00    0.00     200/5919598     bas_vec_info_ [253]
                0.00    0.00  110100/5919598     fock_rep_txs_ [10]
                0.05    0.00 5809088/5919598     int_nint_cart_ [142]
[151]    0.0    0.05    0.00 5919598         bas_continfo_ [151]
                0.00    0.00 5919598/6152904     bas_check_handle_ [370]
-----------------------------------------------
                0.01    0.00  844746/7820361     erintsp_1_ [27]
                0.01    0.00 1941905/7820361     seartch_4_uniqe_ [24]
                0.01    0.00 1994646/7820361     blockint_ [18]
                0.02    0.00 3039064/7820361     erintsp_2_ [29]
[152]    0.0    0.05    0.00 7820361         get_nbls_pnl_ [152]
-----------------------------------------------
                0.00    0.00   10100/4282622     int_2e4c_ [161]
                0.00    0.00  215600/4282622     int_2e4c_price_ [123]
                0.01    0.00 1212378/4282622     intb_init4c_ [102]
                0.03    0.00 2844544/4282622     int_l2e4c_ [26]
[153]    0.0    0.05    0.00 4282622         cando_txs_ [153]
-----------------------------------------------
                                                 <spontaneous>
[154]    0.0    0.05    0.00                 copy_unstable_3_ [154]
-----------------------------------------------
                                                 <spontaneous>
[155]    0.0    0.05    0.00                 iobarb_ [155]
-----------------------------------------------
                                                 <spontaneous>
[156]    0.0    0.05    0.00                 trobsa_1_ [156]
-----------------------------------------------
                                                 <spontaneous>
[157]    0.0    0.05    0.00                 __svml_exp4_mask_e9 [157]
-----------------------------------------------
                0.05    0.00 2569480/2569480     hnd_stvint1_ [118]
[158]    0.0    0.05    0.00 2569480         hnd_sxyz_ [158]
-----------------------------------------------
                0.00    0.00      15/5140        emem_2e3c_ [286]
                0.00    0.00      15/5140        emem_2e2c_ [285]
                0.00    0.00      60/5140        emem_2e4c_ [267]
                0.00    0.04    5050/5140        int_2e4c_ [161]
[159]    0.0    0.00    0.04    5140         hf2_ [159]
                0.00    0.03    5010/5010        hf2mkr_ [175]
                0.01    0.00    5010/5010        hferi_ [202]
                0.00    0.00    5010/17100       dfill_ [201]
                0.00    0.00   10100/10102       hfset_ [405]
                0.00    0.00   10020/10022       hfmke_ [406]
-----------------------------------------------
                0.00    0.04       1/1           scf_ [5]
[160]    0.0    0.00    0.04       1         schwarz_init_ [160]
                0.00    0.04    5050/5050        int_2e4c_ [161]
                0.00    0.00       3/78          ifill_ [223]
                0.00    0.00       1/1040890     util_print_ [165]
                0.00    0.00    6100/817027      bas_cn2bfr_ [377]
                0.00    0.00    5260/5260        comp4_insert_ [410]
                0.00    0.00     230/412324      bas_ce2cnr_ [380]
                0.00    0.00     212/60947       nxtask_ [389]
                0.00    0.00       2/26          hnd_set_acc_ [530]
                0.00    0.00       1/412479      geom_ncent_ [379]
                0.00    0.00       1/57          bas_numcont_ [507]
                0.00    0.00       1/1           int_mem_2e4c_ [729]
                0.00    0.00       1/1           int_acc_high_ [727]
                0.00    0.00       1/25          int_acc_std_ [537]
-----------------------------------------------
                0.00    0.04    5050/5050        schwarz_init_ [160]
[161]    0.0    0.00    0.04    5050         int_2e4c_ [161]
                0.00    0.04    5050/5140        hf2_ [159]
                0.00    0.00   10100/4282622     cando_txs_ [153]
                0.00    0.00   10100/6152904     bas_check_handle_ [370]
                0.00    0.00   10100/2854644     cando_sp_ [373]
                0.00    0.00   10100/70100       cando_nw_ [388]
                0.00    0.00    5050/115765      int_chk_init_ [384]
                0.00    0.00    5050/5050        spcart_bra2etran_ [412]
                0.00    0.00    5050/5050        spcart_ket2etran_ [413]
-----------------------------------------------
                                                 <spontaneous>
[162]    0.0    0.04    0.00                 destbuf_ [162]
-----------------------------------------------
                                                 <spontaneous>
[163]    0.0    0.04    0.00                 mh2ad [163]
-----------------------------------------------
                                                 <spontaneous>
[164]    0.0    0.04    0.00                 specase_1_ [164]
-----------------------------------------------
                0.00    0.00       1/1040890     task_ [3]
                0.00    0.00       1/1040890     schwarz_init_ [160]
                0.00    0.00       1/1040890     movecs_swap_ [362]
                0.00    0.00       1/1040890     mull_calc_ [254]
                0.00    0.00       1/1040890     scf_init_ [246]
                0.00    0.00       1/1040890     geom_print_ [347]
                0.00    0.00       1/1040890     geom_input_ [231]
                0.00    0.00       1/1040890     geom_getsym0_ [367]
                0.00    0.00       1/1040890     util_cite_ [305]
                0.00    0.00       1/1040890     dosymops_ [368]
                0.00    0.00       1/1040890     int_init_org_ [95]
                0.00    0.00       1/1040890     int_init_ [94]
                0.00    0.00       2/1040890     scf_lindep_ [241]
                0.00    0.00       2/1040890     scf_get_fock_param_ [328]
                0.00    0.00       2/1040890     sym_geom_project_ [288]
                0.00    0.00       3/1040890     rhf_dens_to_mo_ [58]
                0.00    0.00       3/1040890     scf_vectors_guess_ [57]
                0.00    0.00       3/1040890     rohf_analyze_ [230]
                0.00    0.00       3/1040890     rohf_hessv_2e_ [34]
                0.00    0.00       3/1040890     reordertxs_ [98]
                0.00    0.00       4/1040890     input_parse_ [191]
                0.00    0.00       5/1040890     movecs_write_ [318]
                0.00    0.00       5/1040890     rohf_nr_solve_ [12]
                0.00    0.00       5/1040890     print_integrals_ [366]
                0.00    0.00       5/1040890     guess_dens_gen_ [279]
                0.00    0.00       8/1040890     rohf_ [11]
                0.00    0.00       9/1040890     scf_ [5]
                0.00    0.00      14/1040890     MAIN__ [1]
                0.00    0.00      17/1040890     rohf_hessv_precond_ [308]
                0.00    0.00      19/1040890     file_write_ga_ [309]
                0.00    0.00      19/1040890     rohf_energy_ [20]
                0.00    0.00      23/1040890     fock_2e_ [6]
                0.00    0.00      30/1040890     ga_iter_lsolve_ [32]
                0.00    0.00      56/1040890     rohf_search_precond_ [31]
                0.00    0.00      76/1040890     rohf_fock_ [21]
                0.00    0.00     115/1040890     ao_replicated_ [8]
                0.00    0.00     115/1040890     scf_dens_reorder_ [9]
                0.03    0.00 1040332/1040890     fock_rep_txs_ [10]
[165]    0.0    0.04    0.00 1040890         util_print_ [165]
-----------------------------------------------
                0.03    0.00 7409580/7409580     switch_scr_ [137]
[166]    0.0    0.03    0.00 7409580         tfer_i_ [166]
-----------------------------------------------
                0.03    0.00 1941905/1941905     blockint_ [18]
[167]    0.0    0.03    0.00 1941905         get_nparts_ [167]
-----------------------------------------------
                0.03    0.00      25/25          dstebz3_ [169]
[168]    0.0    0.03    0.00      25         dlaebz2_ [168]
-----------------------------------------------
                0.00    0.03      10/10          pstebz10_ [173]
[169]    0.0    0.00    0.03      10         dstebz3_ [169]
                0.03    0.00      25/25          dlaebz2_ [168]
-----------------------------------------------
                0.00    0.03       5/5           pdspev_ [171]
[170]    0.0    0.00    0.03       5         pdspev [170]
                0.00    0.03       5/5           pdspevx [172]
                0.00    0.00      15/130         pdiff [473]
                0.00    0.00      10/25          mapchk_ [538]
                0.00    0.00      10/837         count_list [439]
                0.00    0.00      10/50          pgexit [510]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/31          mxinit_ [528]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/10          mapdif_ [585]
                0.00    0.00       5/15          memreq_ [570]
                0.00    0.00       5/20          reduce_maps [556]
-----------------------------------------------
                0.00    0.03       5/5           gai_diag_std_ [174]
[171]    0.0    0.00    0.03       5         pdspev_ [171]
                0.00    0.03       5/5           pdspev [170]
                0.00    0.00      15/837         count_list [439]
                0.00    0.00       5/31          mxinit_ [528]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/40          fil_mapvec_ [513]
-----------------------------------------------
                0.00    0.03       5/5           pdspev [170]
[172]    0.0    0.00    0.03       5         pdspevx [172]
                0.00    0.03       5/5           pstebz10_ [173]
                0.00    0.00      35/760         gsum00 [441]
                0.00    0.00      20/837         count_list [439]
                0.00    0.00      20/130         pdiff [473]
                0.00    0.00      10/25          mapchk_ [538]
                0.00    0.00      10/50          pgexit [510]
                0.00    0.00      10/10          mdiff1_ [586]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/10          mapdif_ [585]
                0.00    0.00       5/15          memreq_ [570]
                0.00    0.00       5/20          reduce_maps [556]
                0.00    0.00       5/5           mem_cpy [617]
                0.00    0.00       5/5           tred2 [625]
                0.00    0.00       5/5           pstein5 [623]
                0.00    0.00       5/5           pstein4 [622]
                0.00    0.00       5/5           sorteig [624]
                0.00    0.00       5/5           mxm25 [620]
-----------------------------------------------
                0.00    0.03       5/5           pdspevx [172]
[173]    0.0    0.00    0.03       5         pstebz10_ [173]
                0.00    0.03      10/10          dstebz3_ [169]
                0.00    0.00      25/130         pdiff [473]
                0.00    0.00      10/50          pgexit [510]
                0.00    0.00       5/1417        mxmynd_ [425]
                0.00    0.00       5/1519        mxnprc_ [421]
                0.00    0.00       5/25          mapchk_ [538]
                0.00    0.00       5/95          reduce_list2 [492]
                0.00    0.00       5/5           menode_ [618]
                0.00    0.00       5/5           peigs_tldlfact [621]
-----------------------------------------------
                                                 <spontaneous>
[174]    0.0    0.00    0.03                 gai_diag_std_ [174]
                0.00    0.03       5/5           pdspev_ [171]
                0.00    0.00       5/5           fmemreq_ [609]
-----------------------------------------------
                0.00    0.03    5010/5010        hf2_ [159]
[175]    0.0    0.00    0.03    5010         hf2mkr_ [175]
                0.01    0.01    5010/5010        igamma_ [189]
                0.01    0.00    5010/5010        hfmkr_ [203]
-----------------------------------------------
                0.01    0.01 1941905/1941905     blockin4_ [120]
[176]    0.0    0.01    0.01 1941905         memo3_ [176]
                0.01    0.00 3883810/488817711     getmem_ [81]
-----------------------------------------------
                0.02    0.00  422373/422373      erintsp_1_ [27]
[177]    0.0    0.02    0.00  422373         memo4b_ [177]
                0.00    0.00  422373/488817711     getmem_ [81]
                0.00    0.00  422373/5573302     getmem_zero_ [194]
-----------------------------------------------
                0.00    0.02       1/1           blinx_ [97]
[178]    0.0    0.00    0.02       1         prepint2_ [178]
                0.01    0.00       1/1           fprep_ [208]
                0.01    0.00       1/1           datlog_ [207]
                0.00    0.00       1/1           blockin2_ [325]
                0.00    0.00       4/126858587     txs_second_ [110]
-----------------------------------------------
                0.00    0.02 1941905/1941905     blockin4_ [120]
[179]    0.0    0.00    0.02 1941905         blockqur_ [179]
                0.02    0.00  642297/642297      diagonx_ [183]
                0.00    0.00 1299608/1299608     nondiax_ [376]
-----------------------------------------------
                0.02    0.00 1481916/1481916     mul_quart_ [16]
[180]    0.0    0.02    0.00 1481916         memstat_pnl_ [180]
                0.00    0.00 1481916/1481917     memstat_ [374]
-----------------------------------------------
                0.02    0.00 1481916/1481916     texas_hf2_m2_ [15]
[181]    0.0    0.02    0.00 1481916         request_update_ [181]
-----------------------------------------------
                0.02    0.00  844746/844746      precalc2_2_ [61]
[182]    0.0    0.02    0.00  844746         precal2b_2_ [182]
-----------------------------------------------
                0.02    0.00  642297/642297      blockqur_ [179]
[183]    0.0    0.02    0.00  642297         diagonx_ [183]
-----------------------------------------------
                                                 <spontaneous>
[184]    0.0    0.02    0.00                 abcd_1_ [184]
-----------------------------------------------
                                                 <spontaneous>
[185]    0.0    0.02    0.00                 pnga_locate_region [185]
-----------------------------------------------
                                                 <spontaneous>
[186]    0.0    0.02    0.00                 shift3l_ [186]
-----------------------------------------------
                0.00    0.02  929200/929200      hnd_stvint1_ [118]
[187]    0.0    0.00    0.02  929200         hnd_droot_ [187]
                0.02    0.00  929200/929200      hnd_rt123_ [188]
-----------------------------------------------
                0.02    0.00  929200/929200      hnd_droot_ [187]
[188]    0.0    0.02    0.00  929200         hnd_rt123_ [188]
-----------------------------------------------
                0.01    0.01    5010/5010        hf2mkr_ [175]
[189]    0.0    0.01    0.01    5010         igamma_ [189]
                0.00    0.01  246880/1878760256     fm_ [35]
-----------------------------------------------
                0.00    0.02   84894/84894       trobsa_2_ [28]
[190]    0.0    0.00    0.02   84894         trac34_2_ [190]
                0.02    0.00  103280/9546490     trackl_2_ [83]
-----------------------------------------------
                0.00    0.01       2/2           MAIN__ [1]
[191]    0.0    0.00    0.01       2         input_parse_ [191]
                0.00    0.01       1/1           geom_input_ [231]
                0.00    0.01       3/3           bas_input_ [233]
                0.00    0.00     564/18168       inp_compare_ [224]
                0.00    0.00       1/1           task_input_ [290]
                0.00    0.00       1/1           scf_input_ [295]
                0.00    0.00       1/1           dft_input_ [299]
                0.00    0.00      14/123         inp_read_ [277]
                0.00    0.00       1/1           input_set_ [306]
                0.00    0.00       2/56          util_print_centered_ [304]
                0.00    0.00       4/1040890     util_print_ [165]
                0.00    0.00      13/191         inp_a_ [467]
                0.00    0.00      13/25          inp_prev_field_ [536]
                0.00    0.00       4/35          rtdb_parallel_ [524]
-----------------------------------------------
                0.00    0.01       3/3           rohf_nr_solve_ [12]
[192]    0.0    0.00    0.01       3         ga_orthog_mos_ [192]
                0.00    0.01       3/49          int_1e_ga_ [111]
